User_Query,Intent
"I want to dispute a charge on my card made on 2023-11-03 of ?75,000. This is urgent.",Card_Issue
I want to dispute a charge on my card made on 2025-09-25 of ?500. ,Card_Issue
"ATM did not dispense cash but my account was debited ?2,000. REF:REF064591133. ",Card_Issue
"I see unknown charge of ?75,000 on my card statement on 2024-05-12. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?2,000. REF:REF709092575. ",Card_Issue
"I want to dispute a charge on my card made on 2025-07-26 of ?1,000. ",Card_Issue
"I see unknown charge of ?50,000 on my card statement on 2025-11-08. Please assist. ",Card_Issue
"I see unknown charge of ?50,000 on my card statement on 2023-03-07. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2025-09-12 of ?1,500. ",Card_Issue
"ATM did not dispense cash but my account was debited ?10,000. REF:REF910193118. ",Card_Issue
"I see unknown charge of ?2,000 on my card statement on 2023-09-19. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2023-06-25 of ?1,000. ",Card_Issue
I want to dispute a charge on my card made on 2023-08-13 of ?500. ,Card_Issue
Someone stole my card and unauthorized withdrawals happened. What next? Need urgent help.,Card_Issue
"I want to dispute a charge on my card made on 2024-02-06 of ?1,000. ",Card_Issue
I want to dispute a charge on my card made on 2024-07-21 of ?500. ,Card_Issue
"I see unknown charge of ?20,000 on my card statement on 2024-08-05. Please assist. Kindly assist.",Card_Issue
"I see unknown charge of ?10,000 on my card statement on 2025-08-27. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?1,500. REF:REF047036910. ",Card_Issue
"I want to dispute a charge on my card made on 2023-08-16 of ?2,000. ",Card_Issue
"I see unknown charge of ?5,000 on my card statement on 2023-11-13. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2024-07-23 of ?1,000. ",Card_Issue
"ATM did not dispense cash but my account was debited ?20,000. REF:REF344308608. ",Card_Issue
"I want to dispute a charge on my card made on 2024-05-21 of ?75,000. ",Card_Issue
"I see unknown charge of ?1,500 on my card statement on 2023-12-26. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?75,000. REF:REF276755784. This is urgent.",Card_Issue
I see unknown charge of ?500 on my card statement on 2024-07-11. Please assist. ,Card_Issue
"I want to dispute a charge on my card made on 2025-10-16 of ?10,000. ",Card_Issue
"I want to dispute a charge on my card made on 2023-04-12 of ?150,000. Can you assist?",Card_Issue
"I want to dispute a charge on my card made on 2025-02-28 of ?5,000. This is urgent.",Card_Issue
"I want to dispute a charge on my card made on 2025-09-28 of ?1,000. Kindly assist.",Card_Issue
"ATM did not dispense cash but my account was debited ?150,000. REF:REF010285224. This is urgent.",Card_Issue
"I want to dispute a charge on my card made on 2024-09-05 of ?150,000. Kindly assist.",Card_Issue
"ATM did not dispense cash but my account was debited ?75,000. REF:REF208430403. ",Card_Issue
"I want to dispute a charge on my card made on 2023-01-21 of ?100,000. ",Card_Issue
"ATM did not dispense cash but my account was debited ?50,000. REF:REF978468943. Kindly assist.",Card_Issue
"ATM did not dispense cash but my account was debited ?10,000. REF:REF033880304. ",Card_Issue
I see unknown charge of ?500 on my card statement on 2023-03-24. Please assist. ,Card_Issue
"ATM did not dispense cash but my account was debited ?75,000. REF:REF569243424. ",Card_Issue
I see unknown charge of ?500 on my card statement on 2025-06-24. Please assist. ,Card_Issue
"I see unknown charge of ?100,000 on my card statement on 2023-11-13. Please assist. Kindly assist.",Card_Issue
"I want to dispute a charge on my card made on 2024-10-21 of ?2,000. Can you assist?",Card_Issue
"I see unknown charge of ?5,000 on my card statement on 2023-03-25. Please assist. ",Card_Issue
"I see unknown charge of ?50,000 on my card statement on 2025-03-05. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2025-04-12 of ?1,500. ",Card_Issue
"ATM did not dispense cash but my account was debited ?1,000. REF:REF708262311. ",Card_Issue
"I see unknown charge of ?10,000 on my card statement on 2023-01-05. Please assist. Kindly assist.",Card_Issue
"I see unknown charge of ?1,000 on my card statement on 2025-07-11. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2024-04-19 of ?2,000. ",Card_Issue
"I see unknown charge of ?1,000 on my card statement on 2025-11-05. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2023-11-08 of ?100,000. Can you assist?",Card_Issue
"ATM did not dispense cash but my account was debited ?100,000. REF:REF068551018. Please advise.",Card_Issue
Card declined at POS even though I have balance. Transaction code E_TIMEOUT. ,Card_Issue
"I see unknown charge of ?1,000 on my card statement on 2024-06-18. Please assist. ",Card_Issue
"I see unknown charge of ?10,000 on my card statement on 2023-10-26. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2025-01-09 of ?75,000. Can you assist?",Card_Issue
"ATM did not dispense cash but my account was debited ?50,000. REF:REF631233733. ",Card_Issue
"ATM did not dispense cash but my account was debited ?1,000. REF:REF674125740. ",Card_Issue
"I want to dispute a charge on my card made on 2025-02-19 of ?1,500. Please advise.",Card_Issue
"I see unknown charge of ?10,000 on my card statement on 2025-07-13. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?150,000. REF:REF060439337. Please advise.",Card_Issue
"I see unknown charge of ?1,500 on my card statement on 2024-10-09. Please assist. Kindly assist.",Card_Issue
"ATM did not dispense cash but my account was debited ?100,000. REF:REF250164042. ",Card_Issue
I see unknown charge of ?500 on my card statement on 2025-08-01. Please assist. ,Card_Issue
"ATM did not dispense cash but my account was debited ?50,000. REF:REF844311683. ",Card_Issue
"I see unknown charge of ?2,000 on my card statement on 2023-03-12. Please assist. Can you assist?",Card_Issue
"I see unknown charge of ?1,000 on my card statement on 2023-09-21. Please assist. ",Card_Issue
"I see unknown charge of ?150,000 on my card statement on 2024-05-26. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?150,000. REF:REF290519991. Please advise.",Card_Issue
"I see unknown charge of ?75,000 on my card statement on 2025-08-04. Please assist. ",Card_Issue
I want to dispute a charge on my card made on 2023-12-26 of ?500. ,Card_Issue
"I want to dispute a charge on my card made on 2024-09-13 of ?50,000. ",Card_Issue
"ATM did not dispense cash but my account was debited ?50,000. REF:REF514987931. ",Card_Issue
"I see unknown charge of ?75,000 on my card statement on 2025-06-21. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2023-07-01 of ?10,000. ",Card_Issue
"I want to dispute a charge on my card made on 2024-10-07 of ?20,000. ",Card_Issue
"I want to dispute a charge on my card made on 2025-08-20 of ?75,000. Kindly assist.",Card_Issue
"I want to dispute a charge on my card made on 2024-10-04 of ?1,500. Kindly assist.",Card_Issue
"I see unknown charge of ?50,000 on my card statement on 2023-10-13. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2025-10-05 of ?1,500. ",Card_Issue
"I tried to withdraw ?2,000 and ATM dispensed less cash. ",Card_Issue
"I want to dispute a charge on my card made on 2023-07-27 of ?5,000. ",Card_Issue
"I want to dispute a charge on my card made on 2025-03-08 of ?75,000. ",Card_Issue
"I want to dispute a charge on my card made on 2025-07-05 of ?2,000. ",Card_Issue
"I want to dispute a charge on my card made on 2024-10-15 of ?10,000. This is urgent.",Card_Issue
"ATM did not dispense cash but my account was debited ?2,000. REF:REF633722968. ",Card_Issue
"I want to dispute a charge on my card made on 2023-08-08 of ?1,500. ",Card_Issue
Card declined at POS even though I have balance. Transaction code E_TIMEOUT. Can you assist?,Card_Issue
"I want to dispute a charge on my card made on 2023-02-01 of ?50,000. Can you assist?",Card_Issue
Card was swallowed by ATM at Wema Bank and I need help. Need urgent help.,Card_Issue
"ATM did not dispense cash but my account was debited ?1,000. REF:REF896768074. ",Card_Issue
"I see unknown charge of ?1,000 on my card statement on 2023-02-04. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?2,000. REF:REF325955217. ",Card_Issue
"I see unknown charge of ?100,000 on my card statement on 2024-05-27. Please assist. ",Card_Issue
"I see unknown charge of ?1,000 on my card statement on 2024-08-15. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2023-06-28 of ?10,000. ",Card_Issue
"ATM did not dispense cash but my account was debited ?1,500. REF:REF021075358. ",Card_Issue
"ATM did not dispense cash but my account was debited ?75,000. REF:REF302441304. ",Card_Issue
"ATM did not dispense cash but my account was debited ?10,000. REF:REF029310756. Can you assist?",Card_Issue
"I want to dispute a charge on my card made on 2025-11-24 of ?1,500. ",Card_Issue
"I see unknown charge of ?5,000 on my card statement on 2023-10-20. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?1,000. REF:REF628528901. Need urgent help.",Card_Issue
"I want to dispute a charge on my card made on 2023-06-14 of ?2,000. Please advise.",Card_Issue
"ATM did not dispense cash but my account was debited ?50,000. REF:REF625188635. ",Card_Issue
"I want to dispute a charge on my card made on 2023-12-15 of ?20,000. Kindly assist.",Card_Issue
"I see unknown charge of ?2,000 on my card statement on 2023-08-17. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2023-08-11 of ?50,000. ",Card_Issue
"ATM did not dispense cash but my account was debited ?10,000. REF:REF384751617. ",Card_Issue
I want to dispute a charge on my card made on 2024-02-20 of ?500. ,Card_Issue
"I want to dispute a charge on my card made on 2025-05-19 of ?50,000. ",Card_Issue
"ATM did not dispense cash but my account was debited ?150,000. REF:REF945183885. ",Card_Issue
"I see unknown charge of ?5,000 on my card statement on 2025-07-03. Please assist. ",Card_Issue
Card declined at POS even though I have balance. Transaction code E_502. Can you assist?,Card_Issue
"I see unknown charge of ?2,000 on my card statement on 2025-10-24. Please assist. ",Card_Issue
"I see unknown charge of ?150,000 on my card statement on 2023-07-17. Please assist. ",Card_Issue
"I see unknown charge of ?2,000 on my card statement on 2023-07-25. Please assist. Can you assist?",Card_Issue
"ATM did not dispense cash but my account was debited ?75,000. REF:REF589708694. ",Card_Issue
"I see unknown charge of ?20,000 on my card statement on 2025-07-24. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2023-06-16 of ?5,000. This is urgent.",Card_Issue
"I see unknown charge of ?10,000 on my card statement on 2023-01-15. Please assist. Need urgent help.",Card_Issue
"I see unknown charge of ?2,000 on my card statement on 2024-11-21. Please assist. This is urgent.",Card_Issue
"I want to dispute a charge on my card made on 2023-10-07 of ?75,000. ",Card_Issue
"I see unknown charge of ?150,000 on my card statement on 2025-08-08. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?20,000. REF:REF948074253. ",Card_Issue
"ATM did not dispense cash but my account was debited ?100,000. REF:REF950943080. ",Card_Issue
"I see unknown charge of ?5,000 on my card statement on 2025-12-12. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2024-10-10 of ?2,000. Need urgent help.",Card_Issue
"I see unknown charge of ?50,000 on my card statement on 2024-02-07. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?1,000. REF:REF523069032. Kindly assist.",Card_Issue
"I see unknown charge of ?1,500 on my card statement on 2025-11-16. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?5,000. REF:REF446367634. ",Card_Issue
"I want to dispute a charge on my card made on 2023-07-22 of ?20,000. ",Card_Issue
"ATM did not dispense cash but my account was debited ?75,000. REF:REF272551387. Can you assist?",Card_Issue
"I see unknown charge of ?10,000 on my card statement on 2024-04-07. Please assist. Can you assist?",Card_Issue
"I want to dispute a charge on my card made on 2024-10-19 of ?1,000. ",Card_Issue
"I want to dispute a charge on my card made on 2025-08-06 of ?2,000. Can you assist?",Card_Issue
"I want to dispute a charge on my card made on 2025-04-15 of ?1,000. Please advise.",Card_Issue
"I want to dispute a charge on my card made on 2025-03-25 of ?50,000. ",Card_Issue
"ATM did not dispense cash but my account was debited ?1,000. REF:REF795895192. This is urgent.",Card_Issue
"I want to dispute a charge on my card made on 2024-10-28 of ?10,000. Can you assist?",Card_Issue
"I see unknown charge of ?5,000 on my card statement on 2023-05-27. Please assist. Kindly assist.",Card_Issue
"ATM did not dispense cash but my account was debited ?100,000. REF:REF901119234. ",Card_Issue
"ATM did not dispense cash but my account was debited ?100,000. REF:REF658433679. Can you assist?",Card_Issue
"ATM did not dispense cash but my account was debited ?2,000. REF:REF719703012. This is urgent.",Card_Issue
ATM did not dispense cash but my account was debited ?500. REF:REF715920827. ,Card_Issue
"ATM did not dispense cash but my account was debited ?75,000. REF:REF205233221. ",Card_Issue
"ATM did not dispense cash but my account was debited ?75,000. REF:REF880961981. ",Card_Issue
I see unknown charge of ?500 on my card statement on 2023-12-23. Please assist. ,Card_Issue
Card chip was damaged after bending  cannot read at POS. This is urgent.,Card_Issue
"I want to dispute a charge on my card made on 2023-04-20 of ?100,000. ",Card_Issue
ATM did not dispense cash but my account was debited ?500. REF:REF438430244. Can you assist?,Card_Issue
"I want to dispute a charge on my card made on 2025-01-20 of ?75,000. ",Card_Issue
"I want to dispute a charge on my card made on 2024-01-19 of ?50,000. Please advise.",Card_Issue
"I see unknown charge of ?1,500 on my card statement on 2024-11-25. Please assist. Can you assist?",Card_Issue
"ATM did not dispense cash but my account was debited ?2,000. REF:REF341262735. Need urgent help.",Card_Issue
"I see unknown charge of ?100,000 on my card statement on 2024-11-19. Please assist. Need urgent help.",Card_Issue
"ATM did not dispense cash but my account was debited ?150,000. REF:REF372085562. ",Card_Issue
"I want to dispute a charge on my card made on 2025-08-17 of ?100,000. Need urgent help.",Card_Issue
Card was swallowed by ATM at Wema Bank and I need help. This is urgent.,Card_Issue
"I want to dispute a charge on my card made on 2023-01-02 of ?1,500. Please advise.",Card_Issue
"I want to dispute a charge on my card made on 2024-06-02 of ?1,500. ",Card_Issue
"I see unknown charge of ?2,000 on my card statement on 2025-04-04. Please assist. This is urgent.",Card_Issue
"I see unknown charge of ?150,000 on my card statement on 2024-04-16. Please assist. Kindly assist.",Card_Issue
"I want to dispute a charge on my card made on 2024-02-25 of ?150,000. ",Card_Issue
"I want to dispute a charge on my card made on 2024-06-14 of ?20,000. ",Card_Issue
"I see unknown charge of ?10,000 on my card statement on 2023-06-15. Please assist. Please advise.",Card_Issue
"ATM did not dispense cash but my account was debited ?20,000. REF:REF195891836. ",Card_Issue
"I want to dispute a charge on my card made on 2023-11-04 of ?2,000. Please advise.",Card_Issue
"I see unknown charge of ?75,000 on my card statement on 2024-06-13. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?1,000. REF:REF469084079. ",Card_Issue
"I want to dispute a charge on my card made on 2025-01-09 of ?20,000. ",Card_Issue
"I see unknown charge of ?1,500 on my card statement on 2025-07-09. Please assist. Please advise.",Card_Issue
"I see unknown charge of ?150,000 on my card statement on 2025-08-21. Please assist. ",Card_Issue
ATM did not dispense cash but my account was debited ?500. REF:REF923921628. ,Card_Issue
"I see unknown charge of ?5,000 on my card statement on 2023-01-22. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?75,000. REF:REF688357867. ",Card_Issue
"ATM did not dispense cash but my account was debited ?100,000. REF:REF879506610. ",Card_Issue
"I want to dispute a charge on my card made on 2023-03-04 of ?1,500. ",Card_Issue
ATM did not dispense cash but my account was debited ?500. REF:REF590435650. ,Card_Issue
"I see unknown charge of ?1,000 on my card statement on 2025-04-24. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?1,000. REF:REF573580038. Can you assist?",Card_Issue
"I want to dispute a charge on my card made on 2023-02-24 of ?150,000. This is urgent.",Card_Issue
"I see unknown charge of ?100,000 on my card statement on 2024-01-09. Please assist. Need urgent help.",Card_Issue
"I see unknown charge of ?150,000 on my card statement on 2025-09-21. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?150,000. REF:REF292279989. ",Card_Issue
"ATM did not dispense cash but my account was debited ?150,000. REF:REF840680468. ",Card_Issue
"I see unknown charge of ?1,000 on my card statement on 2024-02-16. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?50,000. REF:REF911288756. ",Card_Issue
"I want to dispute a charge on my card made on 2024-12-19 of ?20,000. ",Card_Issue
"I see unknown charge of ?100,000 on my card statement on 2025-09-21. Please assist. This is urgent.",Card_Issue
"I want to dispute a charge on my card made on 2025-02-11 of ?1,500. Need urgent help.",Card_Issue
"I want to dispute a charge on my card made on 2025-07-02 of ?2,000. ",Card_Issue
"I see unknown charge of ?10,000 on my card statement on 2024-11-10. Please assist. ",Card_Issue
"I see unknown charge of ?150,000 on my card statement on 2025-10-16. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2024-08-24 of ?2,000. ",Card_Issue
"I see unknown charge of ?100,000 on my card statement on 2025-01-07. Please assist. ",Card_Issue
"I see unknown charge of ?50,000 on my card statement on 2025-01-05. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2025-05-27 of ?2,000. ",Card_Issue
"I see unknown charge of ?100,000 on my card statement on 2023-05-08. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?2,000. REF:REF018804307. ",Card_Issue
Online payment failed with card declined even with correct CVV. Need urgent help.,Card_Issue
"ATM did not dispense cash but my account was debited ?100,000. REF:REF067738742. ",Card_Issue
"I want to dispute a charge on my card made on 2023-08-13 of ?20,000. Can you assist?",Card_Issue
"I see unknown charge of ?1,000 on my card statement on 2025-03-22. Please assist. Please advise.",Card_Issue
"I want to dispute a charge on my card made on 2023-02-09 of ?20,000. Need urgent help.",Card_Issue
"I see unknown charge of ?100,000 on my card statement on 2023-01-26. Please assist. Kindly assist.",Card_Issue
"ATM did not dispense cash but my account was debited ?50,000. REF:REF395010021. ",Card_Issue
"I want to dispute a charge on my card made on 2024-01-04 of ?2,000. ",Card_Issue
"ATM did not dispense cash but my account was debited ?1,500. REF:REF705525208. ",Card_Issue
"ATM did not dispense cash but my account was debited ?2,000. REF:REF500061246. ",Card_Issue
"I want to dispute a charge on my card made on 2023-01-13 of ?50,000. ",Card_Issue
"I see unknown charge of ?2,000 on my card statement on 2025-04-14. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?2,000. REF:REF078201430. Please advise.",Card_Issue
I want to dispute a charge on my card made on 2023-11-05 of ?500. Please advise.,Card_Issue
"I see unknown charge of ?150,000 on my card statement on 2024-04-03. Please assist. Kindly assist.",Card_Issue
"I see unknown charge of ?5,000 on my card statement on 2024-04-18. Please assist. ",Card_Issue
"I see unknown charge of ?20,000 on my card statement on 2023-05-11. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?50,000. REF:REF311875174. ",Card_Issue
"I want to dispute a charge on my card made on 2024-10-22 of ?2,000. This is urgent.",Card_Issue
ATM did not dispense cash but my account was debited ?500. REF:REF002415625. ,Card_Issue
"I want to dispute a charge on my card made on 2023-01-21 of ?1,000. ",Card_Issue
"ATM did not dispense cash but my account was debited ?50,000. REF:REF897629207. Kindly assist.",Card_Issue
"I see unknown charge of ?10,000 on my card statement on 2025-05-11. Please assist. ",Card_Issue
"I see unknown charge of ?100,000 on my card statement on 2024-08-28. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2025-07-10 of ?20,000. ",Card_Issue
ATM did not dispense cash but my account was debited ?500. REF:REF298257831. ,Card_Issue
"ATM did not dispense cash but my account was debited ?100,000. REF:REF156733939. Can you assist?",Card_Issue
"I want to dispute a charge on my card made on 2025-08-19 of ?100,000. Please advise.",Card_Issue
"I see unknown charge of ?5,000 on my card statement on 2024-10-03. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?10,000. REF:REF803388522. ",Card_Issue
"I tried to withdraw ?10,000 and ATM dispensed less cash. Need urgent help.",Card_Issue
"ATM did not dispense cash but my account was debited ?2,000. REF:REF736028682. Need urgent help.",Card_Issue
"ATM did not dispense cash but my account was debited ?50,000. REF:REF954292007. ",Card_Issue
"I see unknown charge of ?75,000 on my card statement on 2024-01-28. Please assist. Please advise.",Card_Issue
"ATM did not dispense cash but my account was debited ?150,000. REF:REF127762760. Kindly assist.",Card_Issue
"I see unknown charge of ?10,000 on my card statement on 2023-09-28. Please assist. Need urgent help.",Card_Issue
"ATM did not dispense cash but my account was debited ?2,000. REF:REF212505372. Need urgent help.",Card_Issue
Card declined at POS even though I have balance. Transaction code ERR001. Need urgent help.,Card_Issue
"ATM did not dispense cash but my account was debited ?75,000. REF:REF068765706. ",Card_Issue
"I see unknown charge of ?1,000 on my card statement on 2025-07-25. Please assist. Kindly assist.",Card_Issue
"ATM did not dispense cash but my account was debited ?75,000. REF:REF913103541. ",Card_Issue
"I see unknown charge of ?20,000 on my card statement on 2025-06-20. Please assist. ",Card_Issue
"I see unknown charge of ?1,500 on my card statement on 2025-05-19. Please assist. Please advise.",Card_Issue
"ATM did not dispense cash but my account was debited ?1,500. REF:REF714260156. ",Card_Issue
"I see unknown charge of ?1,000 on my card statement on 2023-12-17. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2025-05-17 of ?150,000. Need urgent help.",Card_Issue
"ATM did not dispense cash but my account was debited ?10,000. REF:REF644523038. Kindly assist.",Card_Issue
"I want to dispute a charge on my card made on 2024-05-28 of ?100,000. Kindly assist.",Card_Issue
"ATM did not dispense cash but my account was debited ?10,000. REF:REF681273436. ",Card_Issue
"I want to dispute a charge on my card made on 2023-02-22 of ?2,000. ",Card_Issue
"ATM did not dispense cash but my account was debited ?20,000. REF:REF114285235. ",Card_Issue
"ATM did not dispense cash but my account was debited ?100,000. REF:REF913419678. ",Card_Issue
"I see unknown charge of ?1,500 on my card statement on 2023-10-21. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2025-05-09 of ?75,000. Kindly assist.",Card_Issue
"I see unknown charge of ?2,000 on my card statement on 2024-04-19. Please assist. Please advise.",Card_Issue
"I see unknown charge of ?75,000 on my card statement on 2025-09-17. Please assist. Can you assist?",Card_Issue
"I want to dispute a charge on my card made on 2023-02-18 of ?5,000. ",Card_Issue
"I see unknown charge of ?50,000 on my card statement on 2024-10-02. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2025-09-17 of ?1,500. ",Card_Issue
"I want to dispute a charge on my card made on 2024-05-05 of ?20,000. ",Card_Issue
"I want to dispute a charge on my card made on 2023-12-05 of ?75,000. Kindly assist.",Card_Issue
I see unknown charge of ?500 on my card statement on 2023-09-20. Please assist. ,Card_Issue
"I want to dispute a charge on my card made on 2024-09-18 of ?150,000. ",Card_Issue
"ATM did not dispense cash but my account was debited ?150,000. REF:REF192970936. ",Card_Issue
"I see unknown charge of ?20,000 on my card statement on 2023-02-21. Please assist. ",Card_Issue
I want to dispute a charge on my card made on 2025-03-28 of ?500. Please advise.,Card_Issue
"ATM did not dispense cash but my account was debited ?1,000. REF:REF797197068. ",Card_Issue
"ATM did not dispense cash but my account was debited ?5,000. REF:REF544112230. Please advise.",Card_Issue
"I see unknown charge of ?1,500 on my card statement on 2023-07-17. Please assist. Can you assist?",Card_Issue
"I want to dispute a charge on my card made on 2023-10-08 of ?2,000. ",Card_Issue
"I see unknown charge of ?1,000 on my card statement on 2023-02-11. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2024-09-02 of ?5,000. Kindly assist.",Card_Issue
I see unknown charge of ?500 on my card statement on 2025-06-12. Please assist. ,Card_Issue
"I want to dispute a charge on my card made on 2023-01-04 of ?100,000. Kindly assist.",Card_Issue
"ATM did not dispense cash but my account was debited ?50,000. REF:REF431233850. Need urgent help.",Card_Issue
"ATM did not dispense cash but my account was debited ?100,000. REF:REF415019032. ",Card_Issue
"I want to dispute a charge on my card made on 2023-01-02 of ?20,000. ",Card_Issue
ATM did not dispense cash but my account was debited ?500. REF:REF261026054. ,Card_Issue
"I see unknown charge of ?50,000 on my card statement on 2024-02-16. Please assist. This is urgent.",Card_Issue
"I want to dispute a charge on my card made on 2025-09-09 of ?10,000. This is urgent.",Card_Issue
"I want to dispute a charge on my card made on 2024-05-21 of ?100,000. ",Card_Issue
I see unknown charge of ?500 on my card statement on 2024-04-07. Please assist. Please advise.,Card_Issue
"ATM did not dispense cash but my account was debited ?1,500. REF:REF743404349. ",Card_Issue
"I see unknown charge of ?150,000 on my card statement on 2024-11-16. Please assist. Need urgent help.",Card_Issue
"ATM did not dispense cash but my account was debited ?1,000. REF:REF811724117. ",Card_Issue
"ATM did not dispense cash but my account was debited ?1,000. REF:REF750190449. ",Card_Issue
"ATM did not dispense cash but my account was debited ?150,000. REF:REF271141490. ",Card_Issue
"I see unknown charge of ?5,000 on my card statement on 2025-09-08. Please assist. ",Card_Issue
"I see unknown charge of ?2,000 on my card statement on 2025-01-06. Please assist. Please advise.",Card_Issue
"ATM did not dispense cash but my account was debited ?50,000. REF:REF371043082. ",Card_Issue
"I see unknown charge of ?100,000 on my card statement on 2024-05-02. Please assist. ",Card_Issue
I want to dispute a charge on my card made on 2024-06-13 of ?500. ,Card_Issue
"I see unknown charge of ?1,500 on my card statement on 2025-08-24. Please assist. This is urgent.",Card_Issue
"I want to dispute a charge on my card made on 2025-11-10 of ?150,000. ",Card_Issue
"I see unknown charge of ?100,000 on my card statement on 2025-08-05. Please assist. ",Card_Issue
"I see unknown charge of ?100,000 on my card statement on 2024-12-16. Please assist. ",Card_Issue
"I want to dispute a charge on my card made on 2025-12-25 of ?100,000. ",Card_Issue
"I see unknown charge of ?5,000 on my card statement on 2025-04-03. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?1,500. REF:REF988292598. Need urgent help.",Card_Issue
"ATM did not dispense cash but my account was debited ?50,000. REF:REF757828058. ",Card_Issue
"ATM did not dispense cash but my account was debited ?10,000. REF:REF616208539. ",Card_Issue
"ATM did not dispense cash but my account was debited ?10,000. REF:REF264578401. ",Card_Issue
"I want to dispute a charge on my card made on 2024-11-23 of ?1,500. ",Card_Issue
"I want to dispute a charge on my card made on 2025-08-28 of ?100,000. ",Card_Issue
"I see unknown charge of ?50,000 on my card statement on 2025-01-27. Please assist. ",Card_Issue
"I see unknown charge of ?20,000 on my card statement on 2023-01-21. Please assist. Please advise.",Card_Issue
"I tried to withdraw ?100,000 and ATM dispensed less cash. ",Card_Issue
I want to dispute a charge on my card made on 2023-07-06 of ?500. Please advise.,Card_Issue
"ATM did not dispense cash but my account was debited ?150,000. REF:REF687285967. ",Card_Issue
"I want to dispute a charge on my card made on 2025-12-02 of ?100,000. ",Card_Issue
"ATM did not dispense cash but my account was debited ?1,000. REF:REF826862826. Kindly assist.",Card_Issue
"I want to dispute a charge on my card made on 2024-04-02 of ?50,000. ",Card_Issue
"I see unknown charge of ?20,000 on my card statement on 2024-11-20. Please assist. ",Card_Issue
"ATM did not dispense cash but my account was debited ?150,000. REF:REF204238715. ",Card_Issue
ATM did not dispense cash but my account was debited ?500. REF:REF080725708. Need urgent help.,Card_Issue
"I want to dispute a charge on my card made on 2024-01-22 of ?5,000. ",Card_Issue
"ATM did not dispense cash but my account was debited ?10,000. REF:REF285785713. ",Card_Issue
"I want to dispute a charge on my card made on 2023-11-12 of ?1,500. ",Card_Issue
I see unknown charge of ?500 on my card statement on 2024-04-28. Please assist. ,Card_Issue
"I see unknown charge of ?5,000 on my card statement on 2025-11-13. Please assist. ",Card_Issue
"I see unknown charge of ?5,000 on my card statement on 2024-06-17. Please assist. ",Card_Issue
"I see unknown charge of ?2,000 on my card statement on 2024-01-03. Please assist. ",Card_Issue
POS keeps declining my card but ATM withdrawals work fine. This is urgent.,Card_Issue
"ATM did not dispense cash but my account was debited ?100,000. REF:REF212641341. ",Card_Issue
"I see unknown charge of ?50,000 on my card statement on 2023-04-25. Please assist. ",Card_Issue
How can I reset my ATM PIN via mobile app? Kindly assist.,Card_Issue
"I want to dispute a charge on my card made on 2023-08-15 of ?1,000. ",Card_Issue
"I want to dispute a charge on my card made on 2023-07-07 of ?75,000. Kindly assist.",Card_Issue
"I want to dispute a charge on my card made on 2023-05-25 of ?20,000. ",Card_Issue
"I want to dispute a charge on my card made on 2025-09-10 of ?1,500. ",Card_Issue
"I see unknown charge of ?1,000 on my card statement on 2025-08-26. Please assist. Kindly assist.",Card_Issue
